post_id,post_url,author_name,author_id,text_content,likes,love,haha,wow,sad,angry,care,comments,shares,media_urls,publish_time
1483137213170864,https://facebook.com/1483137213170864,"It's a Lovely Life by Heather Delaney Reese",100044237989082,"This evening, at 5 p.m. local time in Hebron, Kentucky, and after making the crowd wait for nearly 45 minutes in a sweltering warehouse, the 47th President of the United States gripped the railing with both arms and pulled himself up the steps to the stage. His signature song, God Bless the USA, blared from the speakers as a way to signal that no matter what he was about to say, this man loves his country and the people he was elected to serve. And as he made his way slowly to the podium, he paused every few steps to suck in air, his face slick with sweat. Once at the podium, he stopped to bask in the applause before beginning what would be yet another embarrassing and disturbing rambling appearance as he spoke for the next one hour, seven minutes, and thirty-eight seconds.  During that time, Donald Trump declared that the United States had won the war in Iran. “We won,” he told the cheering crowd. “In the first hour, it was over.” And then, just minutes later, he asked them, “We don’t want to leave early, do we? We’ve got to finish the job.” The war was over and not over in the same speech, delivered from the same podium, to the same crowd, and not a single person behind him flinched.  He admitted, without seeming to realize what he was admitting, that he is the reason Iran has a nuclear program today. “The Iran nuclear deal gave them the right to have a nuclear weapon as of three years ago,” he said. “If I didn’t terminate that deal, they would have had nuclear weapons, and this world would right now be a different place.” He meant it as a boast. But what he actually told us is that the deal was the constraint, and he’s the one who removed it. He pulled out of the agreement that was preventing Iran from going nuclear, and now he’s bombing the consequences of that decision and calling it a victory.  He mocked a man for having dyslexia, telling the crowd that California Governor Gavin Newsom “admitted he has mental problems, that he’s not a smart person, that he is mental and mental lack of ability. He’s unable to read a speech. He can’t read.” He said, “I don’t want the President of the United States to have a cognitive deficiency.” Dyslexia is a learning disability that roughly one in five Americans lives with. Children are diagnosed with it every day. And the man who couldn’t form the phrase “mental lack of ability” into an actual sentence didn’t even have the cognitive ability to see the irony in his words.  And when a woman collapsed on the floor behind him, he paused the rally, called for a doctor, and asked if the people backstage could play Ave Maria by Pavarotti over the loudspeakers while she was being treated. Ave Maria. A song most associated with funerals, with death, with the final moments of a life. His request was denied. It was never played. And when she was finally brought to her feet, she reportedly looked at Trump and said, “You’re the best president there’s ever been. I’m sorry.” She apologized to him. For having a medical emergency at his rally. Later, when the CEO of the host company took the stage, he asked the audience to pray. And I thought for a brief second it was for the woman who had collapsed. But instead, he prayed for Trump. “I’m going to say a quick little prayer for President Trump if I could. May God bless and keep you healthy and safe and may God bless our beloved United States of America, and everything it stands for.”  And then he went right back to attacking people. What followed over the next hour was a window into the mind of a man who has no business leading anything, let alone what was once the free world. He bounced between boasting about the destruction of Iran’s military and treating the war like a game show. He told the crowd he had been angry at his own generals for sinking Iranian warships instead of capturing them for our Navy. “I said, why the hell did we kill them? Why didn’t we just capture them and use them in our Navy?” he recounted. “And one of my generals said, Sir, it’s a lot more fun doing it this way.” The crowd laughed. He moved on. But not before framing their deaths as entertainment.  This is not just inappropriate. It is unbecoming of any leader, in any country, at any point in history. And it’s not just what it says about him. It’s what it teaches everyone watching. We went into this war claiming we were going to liberate the Iranian people. And now we’re laughing about the ones we’ve killed. The majority of those sailors were not masterminds of a regime. They were people stuck under the control of one, following orders the same way soldiers in every military on earth follow orders. Do I think they needed to be neutralized so they couldn’t harm our military? Absolutely. But under the laws of armed conflict, the goal has always been to neutralize the threat and, whenever possible, take combatants as prisoners of war. Not to kill them when capture is an option, and certainly not to laugh about it afterward. Trump himself said it: he asked why they didn’t capture the ships. The answer he got wasn’t that capture was impossible. It was that destruction was more fun. That tells you everything about how this administration wages war. And it raises a question we cannot afford to ignore: how can we expect them to show restraint with our military members’ lives when we treat theirs as a joke? How do we ask Iran not to target our people when we’re not just killing theirs but laughing about it afterwards?  There is a line between doing what’s necessary in war and finding it funny that people died. And when the President of the United States crosses that line, and a crowd cheers him for it, he is pushing his own moral collapse onto an entire country.  Then came the vendetta. Trump spent a long, vicious stretch of the speech attempting to tear apart Rep Thomas Massie, the Republican congressman whose district he had traveled to Kentucky specifically to humiliate. He called Massie “the worst person,” “a loser,” “a nutjob,” “stupid,” and “a disaster for our party.” He accused him of being “disloyal to the Republican Party, disloyal to the people of Kentucky, and most importantly, disloyal to the United States of America.” He said, “There’s something wrong with him.” He mocked his education: “He’s got one thing going. He went to a good college, but I know a lot of stupid people that went to a good college.” He called him “Rand Paul Jr.” and added, “At least I like Rand a little bit.” He told the crowd he wanted “somebody with a warm body” to beat him.  And what was Massie’s crime? He pushed for the release of the Epstein files. He voted against the war in Iran. He voted against Trump’s own spending bill. He voted his conscience on every one of those issues, and for that, the President of the United States flew into his district, stood in front of his constituents, and tried to end his career. Massie wasn’t even there. He said he had prior commitments and posted on social media that Trump’s team was busing people into the district to fill the crowd. “What they’ll discover,” Massie wrote, “is Trump fans in KY-4 and across the entire Commonwealth also support my work on the Epstein files, reigning in spending, ending forever wars, draining the swamp, and food freedom.” That’s the part Trump doesn’t want anyone to hear. That even his own base, in one of the reddest districts in the country, supports the very things Massie is fighting for. That’s why the attacks were so vicious. Because Trump knows his shrinking grip on the country is at great risk of collapsing come November.  In the same speech, Trump invited Jake Paul, a YouTuber and professional boxer who lives in Puerto Rico and cannot even vote in presidential elections, onto the stage, called him “a courageous guy” and “a hell of a fighter,” and then gave him his “complete and total endorsement” for a future run for political office. Paul hasn’t announced a run of any sort. But this off-the-cuff endorsement was based entirely on the fact that Jake Paul had shown up, said nice things, and looked like a character from a reality show. “What Mr. Trump has taught me is courage,” Paul told the crowd, sweating heavily through his suit. “We never back down from a fight, even if they’re much bigger than you.” This is what Trump wants, performative loyalty, no matter how unserious or absurd it is. A seven-term congressman who pushes for the release of the Epstein files gets branded disloyal to America. A YouTube celebrity who flatters him gets anointed as the future of the country. Because competent people see through him, and honest people call him out. So he surrounds himself with clowns and crowns them kings. Because at the end of the day, he doesn’t care if the country burns, as long as he’s still holding the camera.  And this gets to the heart of what today really showed us. This entire administration is a facade. None of them are tough, smart, or know what they’re doing. So they control the image, with absurdity and reality show theatrics, because image is all they have. Not strategy. Not substance. Just the illusion of strength, held together by spectacle. That’s the entire operation now. If it looks good on camera, they’ll do it. If it keeps the audience cheering, they’ll say it. And if it falls apart when the lights go off, they don’t care. Because for them, the image was always the point.  And nowhere was that more clear today than at the Pentagon. According to the Washington Post, Defense Secretary Pete Hegseth’s staff banned press photographers from his last two briefings on the Iran war after complaining that images from a March 2 press conference were “unflattering.” Photographers from the AP, Reuters, and Getty Images had been in the room, as they have been at Pentagon briefings for decades. But after the photos were published globally, Hegseth’s team shut them out. No explanation was given. News organizations are now told to use government-provided images instead. The National Press Photographers Association called it “stunning” that “one of the nation’s highest officials is more concerned with his personal vanity than with complete and accurate reporting of briefings during a war in which Americans have lost their lives.” The New York Times has filed a lawsuit to restore access. They are banning cameras during a war because the Secretary of Defense didn’t like how he looked. That is what this administration is. If reality doesn’t flatter them, they try to erase reality.  But no matter how much they try, it won’t work. Maybe for their core “believers,” but for the rest of us, and the world, we see it. Today, the United Nations Committee on the Elimination of Racial Discrimination issued a formal warning that derogatory language and immigration crackdowns by U.S. leaders are fueling human rights violations. The panel cited at least eight migrant deaths during enforcement operations or in detention, a surge in detainees from 40,000 to nearly 73,000 this year, and urged Washington to suspend enforcement operations near sensitive sites and conduct a full rights-based review of every law adopted since January 2025. It won’t stop Trump. Nothing from the UN will. But the record is being kept. The world is watching. And when the time comes for accountability, and it will come, there will be no one left who can claim they didn’t know.  I had this very conversation with my youngest daughter today, about how the rest of the world sees how horrible things have gotten in the U.S., even if so many Americans still pretend not to. But then the conversation went deeper. We talked about how we balance trying to live the fullest life we can while still acknowledging and resisting the atrocities happening around us. She asked me how I don’t let it all completely weigh me down.  I told her the truth. That some days I don’t know how I carry it. But that I believe, even on the hardest days, that it will be okay. I told her that sometimes you don’t need all the answers. That sometimes, hope is enough to carry you through the moment. That hope is what tells you the next step is possible, even when you can’t see the path. And I told her that the people on the right side of history, the ones who care, who act, who speak up, are the 70%. And the ones who will be written about in the books as more loyal to one man than to their country or their Constitution, they’re the 30%.  I told her that in her life, she’s going to see times like this. The worst people will be in charge. The worst people will make decisions that cause real harm to people she loves, and to people she will never meet. And her job, every single time, is to call it out when she sees it happen. And to keep the faith that better days are always on their way. Because the good guys always win. Sometimes it just takes a very long time. And maybe I told her all of that not just for her to hear, but as a reminder for me as well.  I look at that rally today, and I see the people in the background, cheering and nodding along, and I wonder how they don’t see what the rest of us so clearly see. How dangerous this man is. How deranged. How he has quite literally set the world on fire. There was no widespread war in the Middle East twelve days ago. There was an elementary school full of children still alive in Iran. I went to get gas today and paid over six dollars a gallon for the first time in my life. Just a week or two ago, it was in the high four-dollar range. That jump didn’t need to happen. He calls it a “brief disruption.” And maybe it is if you are in the Epstein billionaire class, but for everyday Americans, that could be the difference between your rent being paid or not.  But here is what gives me hope tonight, and it is real. The reporters have been pushing back. Not the networks or the executives. Not the money people still clinging to access and afraid of losing it. The reporters on the ground and in the press pool. The ones standing on the South Lawn and flying on Air Force One. Over the past few days, they’ve been asking real questions, pressing for real answers, refusing to let him slide. They’ve been disrespected. PBS White House correspondent Liz Landers was even called “rotten” earlier today on the South Lawn of the White House before Trump left for Kentucky.  She asked why the FBI seized election records in Arizona. Trump said, “Probably thought the election was rigged, right?” Landers replied, “It wasn’t rigged, though.” Trump shot back, “Really? How do you know?” She cited his own former Attorney General, who said there was no measurable voter fraud. And Trump’s response: “I think it was rigged, and if you say it wasn’t rigged, you’re a rotten reporter.”  The press doesn’t have an easy task. They have to walk the line between keeping the Trump Regime happy and delivering factual reporting. The past couple of days, they seem to have found their footing, and they deserve our appreciation for pushing back.  And our resistance continues to work, too. The SAVE Act appears to be stalled right now, with Trump unable to find the votes needed to advance it. We need to keep the pressure up and continue to have our voices heard in opposition to it.  When I watch the president, clearly decompensating in front of the world, I’ve started to shift my reaction. It’s no longer just shock or embarrassment. I see it for what it is. He is on a sinking ship. And that is exactly why they keep parading him around like this. If they were confident they were going to hold power after the midterms, he’d be sitting comfortably in a chair somewhere inside the White House, watching television. But instead, they’ve propped him up in a desperate show of strength that only reveals how far this administration continues to fall.  I’ll see you tomorrow,  Heather",4195,130,16,32,52,38,71,303,981,,"2026-03-12 06:54:44"
1306250431367605,https://facebook.com/1306250431367605,CNN,100059479812265,"President Donald Trump was touring a pharmaceutical company in Ohio Wednesday — trying again to turn attention to his domestic achievements — when talk again returned to the restive Middle East. Was the conflagration a war, a reporter asked, or merely an “excursion,” as the president had just described it.  “Well, it’s both,” he explained. ",339,0,90,4,7,67,1,241,24,https://external.fdoh6-1.fna.fbcdn.net/emg1/v/t13/9643492128856003465?url=http%3A%2F%2Fs3.us-east-1.amazonaws.com%2Fphotos.sproutsocial.com%2F2026-03-12%2F2494c83c-4f2d-4d6c-b9c8-efb22b1b3fe6%2Faa6ec448-5f11-441b-bf56-b81aa7b892e8&fb_obo=1&utld=amazonaws.com&stp=c0.5000x0.5000f_dst-jpg_flffffff_p800x417_q75_tt6&_nc_gid=9L_T9ZSjNST476bzeAHFgg&_nc_oc=Admya85Yh0TM7ER-jn6YzXnR-3oKHMAxGjbBkLWkA4OgoH_ZnHjKWijOc9z_uRKOzf0&ccb=13-1&oh=06_Q3-9AXEjSlAoOFTn825hu3QNUknxyzaD2acCIZ6YBmtMqkCK&oe=69B465CF&_nc_sid=f9da5c,"2026-03-12 03:02:02"
1466357528415708,https://facebook.com/1466357528415708,"FOX31 KDVR.com",100051244241699,"Pentagon officials told lawmakers during a briefing on Tuesday that the approximate cost of war against Iran is more than $11.3 billion in the first six days of action, a source briefed on the figu…",63,0,6,4,1,34,0,155,2,https://external.fdoh6-1.fna.fbcdn.net/emg1/v/t13/9183433626202462543?url=https%3A%2F%2Fkdvr.com%2Fwp-content%2Fuploads%2Fsites%2F11%2F2026%2F03%2FWars-IsraelIran_DefenseTeam_AP_OhadZwigenberg.jpg%3Fw%3D1280&fb_obo=1&utld=kdvr.com&stp=c0.5000x0.5000f_dst-jpg_flffffff_p1000x522_q75_tt6&_nc_gid=9L_T9ZSjNST476bzeAHFgg&_nc_oc=AdlEH6HuBBR7aljIrsu-YWO6WAdsb7SdXcJ_WQhwpfCWF30f9LRTafGIeNEfDZJ4P24&ccb=13-1&oh=06_Q3-9AfqmlOdq5PDMlLEpzodRwt3F82pLrwWxUtLX0OA0_O5G&oe=69B469A4&_nc_sid=f9da5c,"2026-03-12 02:57:08"
1250506473947401,https://facebook.com/1250506473947401,"The Hindu",100069641816229,"A U.S. military investigation has found that a Tomahawk missile mistakenly struck a girls’ school in Minab in southern Iran during the opening hours of the Israel–Iran war, reportedly due to outdated targeting data. A leading U.S. newspaper said preliminary findings suggest the United States was responsible for the February 28 strike.  https://trib.al/dgfkCrF",123,0,2,1,25,30,0,20,14,https://scontent.fdoh12-1.fna.fbcdn.net/v/t15.5256-10/649915610_1369131461637310_1017658079199192783_n.jpg?stp=dst-jpg_s960x960_tt6&_nc_cat=107&ccb=1-7&_nc_sid=50ce42&_nc_ohc=qJByvQDXReYQ7kNvwGfIrA3&_nc_oc=Adm1uGJUDyP4M0WTHk_H9BZIGFwWGxyepkUCuMqnw3aGU7n6jJaqozl4YfZQWljIAtE&_nc_zt=23&_nc_ht=scontent.fdoh12-1.fna&_nc_gid=9L_T9ZSjNST476bzeAHFgg&_nc_ss=8&oh=00_Afw28DZye9P-TjopDkJIuN6S-Rdz_EP2H76ukq1WJM93Cg&oe=69B87339,"2026-03-12 06:59:27"
1296293415687831,https://facebook.com/1296293415687831,HuffPost,100059215554772,"""Starting wars is much easier than ending one,"" Jeremy Bowen said. https://www.huffingtonpost.co.uk/entry/bbc-expert-says-donald-trump-is-making-it-as-he-goes-along-as-iran-war-goes-on_uk_69b1291de4b03f73621e44c3?ref=bffbhuffpost&ncid_tag=fcbklnkushpmg00000063&utm_medium=Social&utm_source=Facebook&utm_campaign=us_main",77,1,4,1,2,12,0,56,9,https://scontent.fdoh12-1.fna.fbcdn.net/v/t39.30808-6/650383265_1296293392354500_2272470774741823822_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=13d280&_nc_ohc=S19dk7M0YtcQ7kNvwGSgcos&_nc_oc=Admge_8QKEcpyHV8DSx0Pf-H1CZe8BcaKLX2xV4qTNkMMABwmphes-OOD-b2aDLdxzI&_nc_zt=23&_nc_ht=scontent.fdoh12-1.fna&_nc_gid=9L_T9ZSjNST476bzeAHFgg&_nc_ss=8&oh=00_AfwiguCub3NmZI0RSEwlUQ7bt35AYKoAXcwDiJwexG7jMQ&oe=69B848FC,"2026-03-12 09:30:11"
1344315594503738,https://facebook.com/1344315594503738,ABC7,100067759316841,"Pentagon officials told a group of senators in a closed-door briefing that the war in Iran cost at least $11.3 billion in its first six days.",549,4,58,28,5,309,3,525,63,https://external.fdoh6-1.fna.fbcdn.net/emg1/v/t13/1485902035723580852?url=https%3A%2F%2Fimage.trueanthem.com%2FvM_Fs4uFTUkl-alWxQgchi__xRcqn50RMfDufhVMW_o%2Fwidth%3A1200%2Fheight%3A0%2Fmb%3A8000000%2FaHR0cHM6Ly9jZG4uYWJjb3R2cy5jb20vZGlwL2ltYWdlcy8xODcwNDQyNV8wMzExMjYtY2MtZ2V0dHktdXMtYm9tYmVyLW11bml0aW9ucy1pbWcuanBnP3c9MTYwMA.jpg&fb_obo=1&utld=trueanthem.com&stp=c0.5000x0.5000f_dst-jpg_flffffff_p1000x522_q75_tt6&_nc_gid=9L_T9ZSjNST476bzeAHFgg&_nc_oc=AdmYClUq5AueaIHTtL07eLG-MCAtz71bM9qtiuUMQ5ZWr9H7ehgTlA-5sN9AW_urm1s&ccb=13-1&oh=06_Q3-9AVuhKFpzNrCgu0gNKug1Vt4tv8SH_pSjPH1L58E5TP5u&oe=69B4695A&_nc_sid=f9da5c,"2026-03-12 02:30:12"
1362188809270835,https://facebook.com/1362188809270835,CNA,100064391875569,"Iran's military has warned that oil prices could hit US$200 per barrel if the war in the Middle East continues to escalate.  In a statement on Wednesday (Mar 11), a military spokesperson said any vessel passing through the Strait of Hormuz carrying cargo or oil destined for the US, Israel or their partners would be considered a legitimate target.",1370,28,165,37,30,24,6,350,285,https://scontent.fdoh12-1.fna.fbcdn.net/v/t15.5256-10/648100137_1497883125107027_332045719524683890_n.jpg?stp=dst-jpg_s960x960_tt6&_nc_cat=111&ccb=1-7&_nc_sid=be8305&_nc_ohc=PmAH9tnuZV0Q7kNvwGnkZYo&_nc_oc=Adke9pearsQ-YxFDu0YjyvnQiHDcbNm9f8Py_gU6XOsrFmt35fQmK3gweCEpeiw0cTg&_nc_zt=23&_nc_ht=scontent.fdoh12-1.fna&_nc_gid=9L_T9ZSjNST476bzeAHFgg&_nc_ss=8&oh=00_AfwPUM2JhEq65P0sKJvhi4bNnMlpJtIbAFFHqquptN68jQ&oe=69B84ECB,"2026-03-12 04:31:53"
1490460399792621,https://facebook.com/1490460399792621,"The Other 98%",100064860241186,"So the FBI just put out a warning that Iran ""aspired"" to launch a drone attack on California, and almost immediately, counterterrorism experts noted what Rolling Stone has already reported: Iranian drones are generally not capable of reaching the U.S. mainland, since California sits over 12,000 miles from Iran, well beyond the range of most Iranian drone models. And yet here we are, with law enforcement agencies across the state on elevated alert over a threat the FBI itself admitted contains zero specifics on timing, method, or targets. No credible threat, no specific target, just vibes and a bulletin.  What makes this even harder to swallow is the target. California is arguably trump's single biggest political nemesis, a deep blue state that has sued his administration dozens of times and whose governor, Gavin Newsom, has become the de facto face of Democratic opposition. If Iran wanted to rattle Americans into rallying behind a president they broadly support, picking the one state that openly despises him seems like a spectacularly bad strategy. Iran hawks the world over could not have chosen a worse psychological target for generating domestic sympathy toward the trump administration.  And here is the thing that should make everyone a little uncomfortable: FBI director Kash Patel recently gutted the exact counterterrorism unit that tracked Iranian threats, firing agents who had investigated trump for retaining classified documents. Now, weeks later, a vague, uncorroborated Iranian threat surfaces against the most anti-trump state in the country. No evidence, no credibility rating, just enough noise to keep Americans scared and distracted enough not to ask too many questions about how this idiotic war started in the first place.",20351,135,1629,700,398,5422,124,5262,6351,https://scontent.fdoh12-1.fna.fbcdn.net/v/t39.30808-6/649192254_1490404809798180_4482444620989907439_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=13d280&_nc_ohc=Nqp-3G5qK3AQ7kNvwGf_xWD&_nc_oc=AdndlX3lcVsZNgw2tx7LGL5tHuxfYIWUAlq7-lpVRMBx-VM3SLSt9PEsU6dzSbDRepo&_nc_zt=23&_nc_ht=scontent.fdoh12-1.fna&_nc_gid=9L_T9ZSjNST476bzeAHFgg&_nc_ss=8&oh=00_AfwfptBBEdNdUfFAnnItW4Go3aub-DGMxlFAhknHWtQktw&oe=69B8584F,"2026-03-12 00:00:28"
1335491101776064,https://facebook.com/1335491101776064,"CBS News",100059455603099,"President Trump ordered the release of 172 million barrels of oil from the United States' Strategic Petroleum Reserve on Wednesday, after oil prices rocketed to their highest levels in years amid the U.S.'s war with Iran.  The releases will start next week and take about 120 days, Energy Secretary Christopher Wright said Wednesday in a statement.",803,18,331,31,9,141,1,836,81,https://external.fdoh6-1.fna.fbcdn.net/emg1/v/t13/13757451217405076956?url=https%3A%2F%2Fassets3.cbsnewsstatic.com%2Fhub%2Fi%2Fr%2F2012%2F08%2F17%2F3950aa9e-a645-11e2-a3f0-029118418759%2Fthumbnail%2F1200x630%2Ffac0f2bd2071d8a99b541b6301575e0f%2FStrategic-Petroleum-Reserve.jpg&fb_obo=1&utld=cbsnewsstatic.com&stp=c0.5000x0.5000f_dst-jpg_flffffff_p640x334_q75_tt6&_nc_gid=_cx-SgBVbDGR8Niwmiw_pA&_nc_oc=Admjsm8lSCUI8arYgQDinz0X7n5eUFzQ8yJb0Xp3dg4qFW5Gdr9exxFLnR7JO42GkFI&ccb=13-1&oh=06_Q3-9AYoVs4PbIf-qoPs1Bylga6hU0NeZzQLQ6AqJR-bRXQ32&oe=69B474C4&_nc_sid=f9da5c,"2026-03-12 00:10:08"
976409851577512,https://facebook.com/976409851577512,"British & Commonwealth Forces",100076255182685,"When the last Royal Navy vessels left the Gulf of Persia just prior to the Iran War.. 300 Royal Naval personnel was left behind manning a stone frigate HMS Jufair in Bahrain.  This facility is located adjacent to the US 5th Fleet Headquarters and facilities which were hit on the first day of the Iran War.    The Royal Naval Facility in Bahrain, known as the United Kingdom Naval Support Facility (UKNSF), is located at Mina Salman Port and serves as a base for the Royal Navy's operations in the Gulf, Red Sea, and Indian Ocean. It was officially opened in April 2018 and supports various military activities and personnel in the region.  Initially, the quayside at UKNSF was only accessible to the small mine countermeasures vessels assigned to the base, with larger ships having to be moored at other piers within the Mina Salman port area. In June 2020, a refurbishment of the quay meant that larger vessels, including Type 23 frigates and Type 45 destroyers would be able to utilise the mooring facilities within the UK base itself. The shallow draft of the port continued to preclude very large vessels, such as the Royal Navy's Queen Elizabeth-class aircraft carriers, to be able to use the facility itself.  After just under 8 years of use, it appears to be serving little purpose.  What is the point of a naval facility without ships?!",309,5,7,5,6,2,3,84,13,https://scontent.fdoh12-1.fna.fbcdn.net/v/t39.30808-6/649604009_976409608244203_4690143786141940338_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=13d280&_nc_ohc=TF-qwVCBpD4Q7kNvwEecBWF&_nc_oc=AdkV6sBhp-VNOnXSpiVMtQS_D3-5DQNT_bPxlow8z6-jvpIO-d3wDwKHGonOdJtXyXY&_nc_zt=23&_nc_ht=scontent.fdoh12-1.fna&_nc_gid=_cx-SgBVbDGR8Niwmiw_pA&_nc_ss=8&oh=00_AfzVNRVWvQjTxT9yxbQEgMzUVCAKi9xBzojKweIVaYqSGQ&oe=69B87A6F,"2026-03-12 06:13:05"
1416945743799520,https://facebook.com/1416945743799520,CNBC-TV18,100064523236902,"The Liberia-flagged tanker Shenlong has entered Indian waters near Mumbai Port. Captained by an Indian, it was loaded with crude oil from Saudi Arabia's Ras Tanura port. It has become the first India-bound tanker to complete the passage through the Strait of Hormuz since the US-Iran war began.  #Iran #Israel #SaudiArabia #Tanker #CNBCTV18Digital",52,0,0,0,0,0,0,6,16,https://scontent.fdoh12-1.fna.fbcdn.net/v/t15.5256-10/649074386_2119852635528810_3452409099151472884_n.jpg?stp=dst-jpg_s960x960_tt6&_nc_cat=105&ccb=1-7&_nc_sid=be8305&_nc_ohc=hjuwZ2Rj5bkQ7kNvwE7uDed&_nc_oc=Adld66tBOPDPkvhlSDG28J12ms3FD0Y3aePZYBkiScAzqE_5RXfsPBN0bNx9xIhqiXo&_nc_zt=23&_nc_ht=scontent.fdoh12-1.fna&_nc_gid=_cx-SgBVbDGR8Niwmiw_pA&_nc_ss=8&oh=00_Afw2E2QzoLzNWlc3BgZ3fFkB1CIHW-hBMFqhj17TJOJ-gg&oe=69B84B13,"2026-03-12 09:06:14"
853709671024444,https://facebook.com/853709671024444,Newspoint18,100091562565760,"Israel Iran war latest breaking news #trump #viral #newspoint18",630,5,4,0,0,0,1,14,80,https://scontent.fdoh12-1.fna.fbcdn.net/v/t15.5256-10/650278963_1430687391890844_6587547957537491615_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=be8305&_nc_ohc=xly2pY1stW0Q7kNvwGWI1og&_nc_oc=Adne_3YYQXWTI4AG1SwmoSpCbCaKwlnZPVbsiN1KMb3EuZ457X82mUieGEczVBal78w&_nc_zt=23&_nc_ht=scontent.fdoh12-1.fna&_nc_gid=_cx-SgBVbDGR8Niwmiw_pA&_nc_ss=8&oh=00_AfyLU0d3Q5cz4GKGecvlk41K0bsnV3gQC56VRjB-Y_4LFA&oe=69B8730D,"2026-03-12 06:56:13"
1491152506350963,https://facebook.com/1491152506350963,"Tilapia Da Cartoonist",100063686824366,"US-Isreal/ Iran war fuel supply assurance!",125,7,16,0,0,0,0,8,1,https://scontent.fdoh12-1.fna.fbcdn.net/v/t39.30808-6/650924848_1491149033017977_5057542615029263565_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=13d280&_nc_ohc=cAhrA7jY6P8Q7kNvwGyFs3F&_nc_oc=Adkx_-JmPRwNpbAvVw5N1ZM21XMn7tzdKr-W5KbXHmtUsMAG-fYnfmQJ4QIuV1p7I4c&_nc_zt=23&_nc_ht=scontent.fdoh12-1.fna&_nc_gid=_cx-SgBVbDGR8Niwmiw_pA&_nc_ss=8&oh=00_AfzYbzNSAowxmF5ylmMCGi7p5mVGohSSNb_ToFfJVI1hKA&oe=69B850B9,"2026-03-12 09:32:26"
1226154543046181,https://facebook.com/1226154543046181,"MintPress News",100069549401390,"The Iranian Armed Forces Deny Attacking Oil Storage Tankers In Oman  Following Tehran’s denial of involvement, calling the incident “suspicious”, Muscat issued a strong statement against the US-Israeli aggression against Iran.  Oman warned that the war not only targets Iran, but other regional actors, urging its neighbours to “reconsider” security agreements with the US. It also explicitly rejected normalisation with Israel. #iran #oman #israel #falseflag @mintpress   MintPress is providing LIVE coverage on the US-Israeli war on Iran on X and on our Telegram channel by the hour... Make sure to follow ✍🏽",505,44,17,18,1,4,4,51,129,https://scontent.fdoh12-1.fna.fbcdn.net/v/t51.71878-10/650766595_926557593197987_6693315972541081642_n.jpg?stp=dst-jpg_s960x960_tt6&_nc_cat=103&ccb=1-7&_nc_sid=50ce42&_nc_ohc=WUn65RUN-n4Q7kNvwHbNih5&_nc_oc=AdkcR68afNqH4mFdblY9SS5A0yUgBeSpt_IM-5k9oBdy-w8ZCiNVxvmu_S5wjCbNJDI&_nc_zt=23&_nc_ht=scontent.fdoh12-1.fna&_nc_gid=_cx-SgBVbDGR8Niwmiw_pA&_nc_ss=8&oh=00_Afys4WzdYvouI1VEKRrMhqQJKTrurvkXDA0o6-ziPIGBCg&oe=69B8566D,"2026-03-12 05:09:44"
1384462687048981,https://facebook.com/1384462687048981,"Guardian Australia",100064557885216,"Iran set ablaze two tankers in Iraqi waters early on Thursday as it stepped up attacks on oil and transport facilities across the Middle East, warning the world should be ready for oil at $200 a barrel – in defiance of President Donald Trump’s claim that the United States had already won the war.  Follow our live coverage of the US-Israel war on Iran here. 🔗👉 https://www.theguardian.com/world/live/2026/mar/12/iran-war-live-updates-oil-trump-middle-east-crisis-israel-lebanon-iraq-latest-news?CMP=soc_567",62,1,0,7,14,4,1,37,15,https://scontent.fdoh12-1.fna.fbcdn.net/v/t15.5256-10/649672397_4443418772651830_4988080384211758176_n.jpg?stp=dst-jpg_s960x960_tt6&_nc_cat=104&ccb=1-7&_nc_sid=be8305&_nc_ohc=ugr-mF4dEVAQ7kNvwGtkude&_nc_oc=AdlaGLfhYFCy3wRZtV_rnhL-MGaC7F1uOdO3_qepmDWiE2U4k5w5UTwcxO2Go9H1lH8&_nc_zt=23&_nc_ht=scontent.fdoh12-1.fna&_nc_gid=_cx-SgBVbDGR8Niwmiw_pA&_nc_ss=8&oh=00_AfwWl4NCMsIqqj-MlFoXPwqrlGsP36lSfsx5Ud3JD3MRsA&oe=69B865BA,"2026-03-12 05:26:46"
